tweetid,status,created_at,userid,nickname,status_count,verified,verified_type,follower_count,gender,rank,reposts_count,like_count,follower_count,follow_count,comments_count
4091122059872829,我要稳稳的幸福...房地产的原罪绝不能丢给中介机构。即使有无良中介在这个过程中赚取了所谓的昧心钱，但中介机构的自身属性就是做这样事情的一个行业，而且致使这种局面的成因也绝不是所谓中介机构就能操控的，就像聊城辱母案的背后透射出的中小民企融资之殇也绝不是所谓高利贷者造成的一样…整个经济生态失衡，经济动态的失重式起伏...绝不是某某行业造成的一样。前两年的股市腰斩，今年的楼市疯长（我猜想不远的未来也会出现腰斩），我猜想下一步是粮食...未来还有什么是能让老百姓感觉稳当的依靠呢…我要稳稳的幸福... 天津·区政府,Thu Mar 30 22:09:31 +0800 2017,4091122059872829,顺德一念,695, true,0,46982,m,14,2,5,46982,95,4
4089704359532604,让我们一起来听听@厚大司考官博 里的法学生是怎么看待#辱母杀人案# 的吧。让专业的人做专业的事，如果凭舆论判决而不是基于案件事实，那才是对司法最大的失望。😳 ​,Mon Mar 27 00:16:05 +0800 2017,4089704359532604,WaackinBerry,364, false,-1,257,f,9,3,6,257,694,9
4089523576847755,#刺死辱母者被判无期# 在一个健康的法制社会，坏人就可以杀？ 那以后人人去杀坏人，中国还能剩几个人？可怜归可怜，法律归法律，用可怜来绑架法律，那是无知。 ​,Sun Mar 26 12:17:43 +0800 2017,4089523576847755,普渡哥,9626, true,0,95882,m,35,12,48,95882,1112,169
4100151821413424,“八点了，是看电影还是听歌，很犹豫。自从不看新闻，晚上时间特别多。聊城辱母杀人案，花了我几天时间，通宵审核网友们的回帖，结果不了了之，失望不看新闻⋯⋯国产航母我都无所谓了，以前还幻想我党同时十艘下水，给世界一个surprise，现在觉得，好像和我无关。” —BP宝宝 ​,Mon Apr 24 20:10:34 +0800 2017,4100151821413424,ntptc,1937, false,-1,714,m,29,1,6,714,146,3
4090577056232770,比“辱母杀人案”更可怕的，是高利贷逼债的绝望。 我们看到的“辱母杀人案”可能只有一起，但被高利贷逼得走投无路的，又何止苏银霞于欢一家。借高利贷人就仿佛是那些情急之下拿油救火的人，想一次性泼过去把大火浇灭，却不知道引火烧身，害人害己，很可能要搭上全部身家性命。#原创好文##辱母杀人案# ​,Wed Mar 29 10:03:52 +0800 2017,4090577056232770,反高潮,1467, true,0,131676,f,14,8,13,131676,152,10
4089507064188773,#刺死辱母者被判无期# 在法治国家，司法审判必须严格遵守法律的规定，不因舆论和民意所左右。尤其是影响重大的刑事案件，更应该如此。该案之所以引起争议，不是情理与法理之争，也不是民意与法律的较劲，而是案件本身在证据收集阶段，就遗漏了许多客观存在的东西，如民警的不作为，如高利贷的违法性以及猥亵侮辱的客观存在，等等。这些必须在法官量刑时予以考虑。民意有时并不一定对（比如那个疯狂的年代），但无数民意汇集的影响值得司法思量！,Sun Mar 26 11:12:06 +0800 2017,4089507064188773,逆行的行者,5294, true,0,842,m,27,4,36,842,539,11
4101856524983596,最近比较离谱的法律判决有两起，一个是辱母案，另一个是老头转身撞自行车的所谓“公平责任判决”。真想骂人啊！现在的法官们到底是怎么了？这样荒唐的判决，确定不是在恶搞？那你们就是在挖社会主义墙角！和谐社会不能毁在这些垃圾法官手里！ ​,Sat Apr 29 13:04:28 +0800 2017,4101856524983596,正宗草民,1199, false,-1,195,m,23,0,0,195,119,0
4089473459082384,【山东辱母案：于欢刺杀辱母者时 警察正准备离开】于欢持刀故意伤害四人，致一人送医不治死亡，两人重伤，一人轻伤。受害的四位系向其母亲讨债的人。这四人在讨债过程中，存在侮辱、打骂其母亲和于欢本人的行为。案件最大争点系“于欢行为是否属正当防卫或防卫过当”。山东辱母案：于欢刺杀辱母者时 警察正准备离开 ​,Sun Mar 26 08:58:34 +0800 2017,4089473459082384,界面,20594, true,3,7373339,m,34,305,172,7373339,710,280
4092044773102511,嫌疑人X的献身(2017)[星星][星星][星星][星星][半星]，#嫌疑人x的献身# 费尽心思，却终不得偿。女主前男友来的那段想起了最近的辱母案，一样的道理，警察来了也不会管，所以终拼个鱼死网破。电影和小说比，中化程度比想象中好，但是人物性格确实偏薄弱了些。 ​,Sun Apr 02 11:16:03 +0800 2017,4092044773102511,勾搭你的不是我,3347, true,0,2532,m,35,0,1,2532,239,0
4089665000623628,我们应该借“辱母杀人案”的重大舆情，对警察队伍进行大力整顿，对出警规则进行强化，对黑社会要严厉出手！ ​,Sun Mar 26 21:39:40 +0800 2017,4089665000623628,笙栗子,2895, false,-1,6024,m,34,2,22,6024,114,9
4089525104459668,#辱母杀人案# 当社会把你逼得走投无路的时候，不要忘了，在你身后还有一条路，那就是犯罪，记住，这并不可耻。——马雅可夫斯基不到万不得已一定要用上这句话吗？！当警察都不救我们的时候我们只能自救 在坚持法律公平的同时是否还要考虑最终的结果是否与我们大多数人心中的底线正义相违背？！法律不该如此冰冷 法律之内 应有天理人情在,Sun Mar 26 12:23:47 +0800 2017,4089525104459668,Janice__Kuo,75, false,10,4266,f,35,2,3,4266,122,0
4089932806778146,#刺死辱母案追踪# 媒体起底聊城“黑老大”吴学占：赌场“放水”起家_凤凰资讯  媒体起底聊城“黑老大”吴学占：赌场“放水”起家 ​,Mon Mar 27 15:23:51 +0800 2017,4089932806778146,全国刑事辩护律师黄成昌,20312, true,0,432151,m,35,1,2,432151,2138,0
4090265998640994,情绪愤怒 对于辱母杀人案中 于欢的做法很对， 自己的至亲受到那样的凌辱， 况且还是生他养他的母亲。 那些黑社会的 就无法无天了 这样对那一对母子 让人受尽侮辱 掏生殖器 当着儿子面侮辱母亲。 高利贷共一百多万就差15万 会还不起？还有济南警察 和黑社会一伙的吧 那对母子的最后希 都给破灭了， 留下一句冰冷的“要钱可以 杀人不行” 这是造成于欢杀人致命的一击。 因为最后希望在警察身上 那些警察却掉头就走 这人他内心更加无助 导致他觉得只有自己救自己了 杀人是该判刑 也有罪 无期徒刑也太长了 这是属于正当防卫 该判少点 。如果至亲受辱都他妈要看着不管 那国辱的时候 更无人管了。太没良心了。,Tue Mar 28 13:27:50 +0800 2017,4090265998640994,花阁盛,14, false,-1,1164,f,19,0,71,1164,694,29
4091857573485401,#三秦直播#从「老虎案」「辱母案」到「高铁案」，没有谁能阻挡住一颗作死的心！ 从「老虎案」「辱母案」到「高铁案」，没有谁能阻挡住一颗作死的心！ 西安 ​,Sat Apr 01 22:52:11 +0800 2017,4091857573485401,西安透明自媒体,11703, false,-1,16029,m,26,1,5,16029,3373,1
4093492852265948,昨天是儿子救不了母亲（于欢刺杀辱母案），今天是母亲救不了儿子（泸县校园霸凌案），明天是自身难保（人人自危）一一官官相护何时了，维稳体制绑架整个华夏！！！ ​,Thu Apr 06 11:10:12 +0800 2017,4093492852265948,王微_危机管理,11370, true,0,111493,m,37,76,44,111493,1988,14
4089801260477770,#刺死辱母者被判无期#普通百姓犯法都有法可依，达官显贵弥天大罪都有缝可钻；对普通百姓法理难容，法律不外乎人情是对一小部分人说的；天子犯法，不能与庶民同罪这是一贯传统。有人是游戏主角，怎么玩儿都死不了，可以续命。我等就是游戏里的小兵，都他妈得死！！！ ​,Mon Mar 27 06:41:08 +0800 2017,4089801260477770,TenGu-San,864, true,0,102434,m,40,10,143,102434,335,28
4092348935642734,辱母案于欢父亲地税局长 非法集资数十亿 ​,Mon Apr 03 07:24:41 +0800 2017,4092348935642734,常啸九天,2763, false,-1,517,m,22,2,2,517,219,5
4089519881394399,#刺死辱母者被判无期#国家的圣殇啊，最高法最高检要万分注意审慎调查啊，特别要了解警察走了之后的四分钟于欢的心里想法。小心邓玉娇事件的重演 ​,Sun Mar 26 12:03:03 +0800 2017,4089519881394399,那些年桑羿幻言之命至,1452, false,-1,114,m,24,2,29,114,213,0
4090190685667030,前两天发生的山东聊城高利贷辱母案，我感觉我的人生要狗带了。我想说放高利贷是不是犯法，非法拘禁是不是犯法，为什么我们只看到了于欢的无期徒刑，而那些放高利贷，非法拘禁的人为什么没有判刑呢，难道这些都已经合法化了吗？而那两个人民警察出警了，面对10几个人去收账难道就没看出来会发生问题吗，我想:“苏银霞，于欢你们母子俩遇到假警察了。” 重庆·文星湾,Tue Mar 28 08:28:34 +0800 2017,4090190685667030,毛毛虫_199402,58, false,-1,25,m,9,1,9,25,55,11
4093589577302117,辱母案二审最大的期待其实是结果正义。#鸿水说# ​,Thu Apr 06 17:34:33 +0800 2017,4093589577302117,鸿水,6849, true,0,1012952,m,44,1,41,1012952,704,7
4089861814009269,不敢想象如果于欢是个女孩结果又会是如何，一个救助不了弱者又不允许弱者自救的社会，是何其悲哀#刺死辱母者被判无期##于欢案判决书# ​,Mon Mar 27 10:41:45 +0800 2017,4089861814009269,任城大司马,100, true,0,2689,m,14,11,236,2689,16,11
4090549349237201,“辱母案”让人恶心，让我们传播正能量吧——每天早上在球场散步的时髦大姐，主动捡拾球场丢弃的垃圾，让我们传播一下，赞一个🌹🌹🌹 滨州·邹平县 ​,Wed Mar 29 08:13:45 +0800 2017,4090549349237201,王宝强我本人,906, false,-1,229,m,19,0,1,229,655,0
4090677132217620,【推荐】这是一篇对#刺死辱母者被判无期#这个舆情事件的分析文章。我认为这篇文章写得很好，好在哪里呢，好在作者本人在此次舆情爆发的初始阶段，也是义愤填膺，血脉偾张，后来发现自己被无良媒体欺骗后，做了大量功课，才写下了这篇类似于舆情分析报告的深度剖析性文章。相信读完此文后，你会有新的收获。『“辱母杀人”案只一天就被反转了？』“辱母杀人”案只一天就被反转了？,Wed Mar 29 16:41:32 +0800 2017,4090677132217620,子午侠士,14627, false,-1,402803,m,37,59,98,402803,2993,97
4089543630022918,#歪读野史正看家书#人民持枪的权力能保障其自身免受其余社会成员侵害，这也是为什么很多美国人敢挂“我们不报警”这种警示牌的原因。人民没有持枪权，则黑社会能武装自己，但是大部分良民却并不会。这样的社会便于政府管理，是因人民懦弱，而这些人民遭遇邪恶侵害，往往惮于抗争。－－辱母案想到的。 ​,Sun Mar 26 13:37:24 +0800 2017,4089543630022918,TomCat读经闭嘴,5957, false,-1,844,m,30,8,7,844,383,0
4089706382336473,#刺死辱母者被判无期#如果我看到有人在凌辱女性，我上去见义勇为不小心把坏人致死。我有没有罪？因为我不知道在拯救过程中，是否需要致死对方来终止犯罪，所以必须想到最坏的结果。山东警察请大声回答，这对我以后是否行善起决定作用。 ​,Mon Mar 27 00:24:07 +0800 2017,4089706382336473,刘桀星星,2219, true,0,31221,m,38,2,9,31221,1106,30
4089501623617866,#刺死辱母者被判无期#引发巨大争议，同时也暴露出民间金融生态、实业生态的众多问题，银行资金都贷给房地产，小企业贷款则处处受阻，企业家只能铤而走险，一旦资金链出现问题即倾家荡产！一对北大清华毕业的年轻父母问禅师：如果买不起学区房，该怎么办？禅师说：如果北大清华毕业都买不起房，还买学区房做啥？@微博时评,Sun Mar 26 10:50:30 +0800 2017,4089501623617866,宇辉战舰,24056, true,0,883050,m,40,26,117,883050,500,10
4089872141101467,#黄晓明为辱母案正义发声#发布了头条文章：《黄晓明为辱母案正义发声，网友纷纷点赞》 黄晓明为辱母案正义发声，网友纷纷点赞 ​,Mon Mar 27 11:22:47 +0800 2017,4089872141101467,小利说事,5141, true,0,667840,m,39,1,44,667840,2580,7
4094313199432488,#刺死辱母者案#@法医秦明 @殷清利律师 #法律咨询##法律知识#我第一次听说被逼杀人可以被判无罪释放的，无脑网民那么多？中间还有一部份内容是在说于欢杀人过程的，争论正当防卫。告诉我，是我对法律认识不够还是这货脑子有问题？ ​,Sat Apr 08 17:29:58 +0800 2017,4094313199432488,假的欧洲人,112, false,-1,24,m,9,1,9,24,96,62
4100074185527432,同样是过错方，替摊贩说话，代表良知，代表～～价值，发表的是平衡报道，代表的是媒体的专业性。替L李G说话，代表洗地，代表替权贵说话。替辱母案辱母者说话，代表你没人性。 ​,Mon Apr 24 15:02:04 +0800 2017,4100074185527432,西木蓝光,3382, false,-1,62,m,31,0,0,62,272,0
